"STATION","NAME","DATE","AWND","PGTM","PRCP","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT08"
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-06-13","4.92"," 2234","0.00",,"90","59","  170","  170","16.1","21.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-06-14","3.36"," 1534","0.00",,"89","68","  360","  360","19.9","28.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-06-15","6.71"," 1153","0.00",,"84","63","  310","  310","14.1","21.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-06-16","6.71"," 1222","0.00",,"85","57","  120","  130","14.1","19.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-06-17","6.49"," 2113","0.00",,"93","72","  150","  140","14.1","19.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-06-18","6.71"," 1708","0.00",,"95","74","  180","  170","14.1","19.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-06-19","4.47"," 1903","0.00",,"94","71","  160","  170","13.0","19.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-06-20","2.91"," 1401","0.00",,"93","69","  250","  270","12.1","19.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-06-21","3.80"," 1537","0.00",,"97","71","  190","  230","12.1","18.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-06-22","3.58"," 1617","0.95",,"99","74","  330","  330","23.9","30.0",,,"    1","    1"
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-06-23","7.16"," 1509","0.13",,"94","76","  240","  260","21.9","34.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-06-24","10.07"," 1209","0.00",,"87","68","  330","  320","23.0","36.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-06-25","6.26"," 1305","0.00",,"89","62","  240","  250","16.1","23.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-06-26","6.49"," 1621","1.57",,"94","68","  270","  270","38.9","51.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-06-27","7.61"," 1336","0.00",,"88","67","  310","  350","16.1","25.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-06-28","7.83"," 2115","0.00",,"84","61","  130","  130","21.9","29.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-06-29","6.71"," 1028","0.68",,"91","68","  170","  150","15.0","21.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-06-30","9.17"," 1815","0.00",,"95","70","  320","  330","21.0","31.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-01","8.95"," 0536","0.00",,"80","62","  340","  340","18.1","29.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-02","5.82"," 1712","0.00",,"85","58","  140","  140","12.1","17.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-03","8.50"," 1200","0.00",,"87","67","  170","  160","17.0","25.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-04","4.25"," 1637","0.00",,"93","71","  210","  210","17.0","23.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-05","4.70"," 1135","0.00",,"94","75","  230","  250","16.1","21.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-06","5.59"," 1216","0.00",,"95","78","  270","  250","14.1","21.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-07","4.70"," 1617","0.00",,"94","73","  330","  340","10.1","15.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-08","4.70"," 1436","0.00",,"96","71","  220","  200","12.1","16.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-09","4.03"," 1747","0.00",,"98","76","  180","  180","16.1","21.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-10","10.96"," 1604","0.11",,"97","77","  150","  170","23.9","33.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-11","6.49"," 0024","0.00",,"85","71","  270","  280","14.1","19.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-12","2.91"," 1141","0.00",,"81","66","  100","  120","12.1","14.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-13","1.79"," 1351","0.00",,"95","72","  290","  350","8.1","12.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-14","4.47"," 1738","0.00",,"97","74","  110","  120","14.1","19.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-15","7.38"," 1745","0.00",,"99","75","  180","  160","21.0","35.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-16","6.93"," 1738","0.00",,"103","74","  270","  260","23.9","36.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-17","6.93"," 1639","0.14",,"97","74","  300","  280","25.1","36.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-18","5.82"," 1558","0.00",,"87","69","  320","  340","12.1","17.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-19","4.70"," 1132","0.00",,"87","63","  330","  340","10.1","16.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-20","5.37"," 1716","0.00",,"87","70","  150","  170","16.1","23.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-21","4.47"," 1830","0.00",,"94","68","   60","  350","10.1","14.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-22","5.14"," 1117","0.35",,"83","73","  250","  270","16.1","23.0","    1",,"    1","    1"
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-23","5.37"," 0852","0.00",,"89","72","  300","  290","16.1","23.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-24","3.13"," 0008","0.01",,"87","75","  230","  230","8.9","13.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-25","4.92"," 1602","0.00",,"88","73","  330","  320","13.0","19.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-26","5.82"," 1544","0.00",,"86","64","  300","  290","12.1","19.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-27","4.03"," 1146","0.00",,"88","62","  320","  290","15.0","21.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-28","4.03"," 1654","0.00",,"93","60","  220","  210","10.1","15.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-29","3.80"," 1753","0.00",,"94","67","  120","  130","16.1","19.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-30","5.82"," 1356","0.15",,"88","75","  140","  130","18.1","27.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-07-31","5.82"," 1344","0.07",,"95","73","  280","  280","17.0","27.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-01","3.36"," 1345","0.35",,"94","71","  110","  120","19.9","27.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-02","4.25"," 1110","0.01",,"94","76","  260","  260","21.9","27.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-03","3.58"," 1225","0.10",,"93","75","  170","  170","16.1","23.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-04","4.70"," 1750","0.00",,"93","73","  290","  280","10.1","17.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-05","4.47"," 1548","0.00",,"94","70","  250","  270","12.1","17.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-06","5.59"," 1649","1.84",,"95","72","   10","   10","19.9","31.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-07","6.71"," 1722","0.05",,"79","68","   70","   50","16.1","23.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-08","8.50"," 1524","0.37",,"79","68","  100","  100","16.1","21.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-09","9.40"," 1057","2.43",,"83","72","  150","  200","23.9","36.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-10","4.92"," 1536","0.00",,"86","66","  240","  280","15.0","21.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-11","5.59"," 1548","0.00",,"81","62","  240","  210","14.1","21.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-12","6.71"," 1309","0.00",,"84","60","  280","  270","18.1","30.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-13","3.80"," 1604","0.00",,"84","61","  330","  320","13.0","18.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-14","5.82"," 1255","0.00",,"86","63","  340","  320","14.1","21.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-15","4.92"," 1211","0.00",,"87","64","  320","  320","12.1","16.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-16","5.82"," 1247","0.00",,"89","62","  220","  160","14.1","21.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-17","7.61"," 0108","0.00",,"80","72","  170","  160","15.0","21.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-18","4.70"," 1717","0.36",,"85","70","  250","  240","18.1","34.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-19","5.82"," 1436","0.23",,"82","67","  300","  290","21.9","28.0","    1",,,"    1"
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-20","9.17"," 0854","0.00",,"72","58","  310","  330","17.0","27.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-21","7.16"," 0955","0.00",,"76","53","  320","  340","17.0","23.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-22","5.82"," 1212","0.00",,"78","56","  320","  320","14.1","18.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-23","2.68"," 1417","0.00",,"82","53","  200","  220","10.1","15.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-24","2.46"," 1659","0.00",,"85","57","  210","  210","8.9","12.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-25","2.46"," 1555","0.00",,"89","64","  250","  260","10.1","14.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-26","3.58"," 1132","0.00",,"89","66","  320","  320","12.1","16.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-27","3.36"," 1248","0.00",,"91","64","  180","  190","10.1","17.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-28","5.14"," 1032","0.00",,"93","73","  310","  300","13.0","19.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-29","8.05"," 2306","0.06",,"90","71","  140","  150","18.1","25.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-30","7.61"," 0837","0.00",,"74","68","  100","  110","14.1","18.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-08-31","3.58"," 1509","0.01",,"78","71","  160","  160","14.1","17.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-01","5.59"," 1437","0.02",,"88","71","  240","  250","16.1","23.9","    1",,"    1","    1"
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-02","8.50"," 1329","0.00",,"79","65","  310","  320","17.0","25.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-03","3.80"," 1002","0.00",,"77","51","   60","   70","12.1","17.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-04","3.58"," 1146","0.00",,"79","50","  130","  130","12.1","17.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-05","3.36"," 1353","0.00",,"80","53","  140","  110","13.0","19.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-06","4.25"," 1338","0.00",,"79","59","   90","   90","13.0","16.1","    1",,,"    1"
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-07","6.49"," 1730","0.10",,"76","57","  310","  300","18.1","28.0",,,,"    1"
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-08","8.95"," 1243","0.00",,"74","51","  310","  300","18.1","29.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-09","4.92"," 1157","0.00",,"78","49","  220","  240","15.0","23.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-10","4.47"," 1230","0.00",,"82","54","  350","  340","10.1","16.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-11","4.03"," 1356","0.00",,"84","56","  100","   80","8.9","13.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-12","4.70"," 1304","0.00",,"83","60","  100","  110","12.1","16.1",,,,"    1"
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-13","2.24"," 1405","0.00",,"84","58","  110","  110","8.9","13.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-14","5.37"," 1142","0.00",,"89","58","   70","   70","14.1","19.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-15","5.37"," 1420","0.00",,"86","59","  130","  110","15.0","23.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-16","4.47"," 1501","0.00",,"79","53","  120","  110","14.1","18.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-17","6.26"," 1155","0.00",,"80","61","   70","   80","13.0","18.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-18","4.47"," 1722","0.04",,"78","68","   90","   80","10.1","14.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-19","5.37"," 1626","0.00",,"86","62","  320","  310","13.0","19.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-20","2.91"," 0947","0.00",,"87","58","  120","  130","12.1","17.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-21","5.82"," 2141","0.15",,"81","64","   80","   70","19.9","35.1","    1",,"    1",
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-22","3.13"," 0345","0.08",,"74","63","  130","  120","8.9","13.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-23","10.51"," 1231","0.10",,"68","60","  100","  110","15.0","19.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-24","8.50"," 2124","0.08",,"67","59","  120","  140","15.0","19.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-25","8.05"," 0001","0.09",,"69","61","  120","  120","14.1","18.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-26","3.58"," 0442","0.14",,"75","69","  100","  120","10.1","16.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-27","6.93"," 1025","0.09",,"73","67","   70","   60","15.0","19.9",,"    1",,"    1"
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-28","7.83"," 2144","0.10",,"71","66","   90","   90","15.0","19.9","    1",,,"    1"
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-29","6.71"," 0006","0.67",,"66","63","   70","   60","12.1","16.1","    1",,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-09-30","2.68"," 0050","0.17",,"67","63","   90","   70","8.9","12.1","    1",,,"    1"
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-01","3.36"," 1335","0.46",,"68","61","  100","   90","8.1","11.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-02","3.58"," 1140","0.00",,"66","60","  100","  100","10.1","13.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-03","2.01"," 1329","0.00",,"76","57","   50","   30","8.1","10.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-04","1.12"," 1019","0.00",,"71","57","  100","  110","6.9","8.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-05","5.14"," 1411","0.00",,"76","52","  320","  330","14.1","18.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-06","4.70"," 1137","0.00",,"78","48","  210","  180","13.0","18.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-07","7.16"," 1454","0.02",,"74","55","  290","  330","16.1","25.9","    1",,,"    1"
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-08","6.26"," 1257","0.00",,"70","48","  300","  280","14.1","19.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-09","6.49"," 1340","0.00",,"70","46","  310","  310","18.1","25.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-10","6.71"," 0754","0.00",,"64","44","  340","  320","16.1","23.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-11","5.82"," 1239","0.00",,"72","41","  290","  310","14.1","19.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-12","4.47"," 1154","0.00",,"76","48","  340","  340","14.1","19.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-13","5.59"," 1343","0.00",,"82","55","  210","  210","18.1","27.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-14","11.86"," 1017","0.00",,"68","46","  260","  280","30.0","49.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-15","6.93"," 1310","0.00",,"59","41","  290","  300","17.0","23.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-16","6.71"," 1506","0.00",,"60","39","  330","  330","16.1","23.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-17","5.59"," 1149","0.00",,"62","35","  320","  340","15.0","21.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-18","4.25"," 1508","0.00",,"69","39","  300","  290","12.1","16.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-19","3.13"," 1401","0.00",,"73","37","  250","   10","6.0","8.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-20","2.68"," 1231","0.00",,"76","37","  320","  350","8.1","12.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-21","3.58"," 1255","0.00",,"81","42","  290","  240","12.1","17.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-22","2.46"," 1537","0.00",,"83","50","  100","  180","8.9","11.0","    1",,,"    1"
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-23","2.68"," 1443","0.00",,"80","47","  240","  210","14.1","19.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-24","8.05"," 0818","0.00",,"67","48","  320","  330","17.0","25.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-25","3.80"," 1511","0.00",,"66","39","  210","  200","12.1","16.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-26","7.38"," 1223","0.00",,"66","50","  310","  300","18.1","28.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-27","2.01"," 1246","0.00",,"59","36","  240","  360","8.1","15.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-28","5.37"," 1509","0.00",,"64","33","  100","  120","14.1","18.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-29","4.92"," 1134","0.00",,"69","40","  140","  150","16.1","23.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-30","1.79"," 1923","0.00",,"78","46","  200","  220","8.9","13.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-10-31","5.37"," 2110","0.00",,"85","50","  200","  200","18.1","30.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-01","9.84"," 1146","0.00",,"79","49","  270","  270","23.0","36.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-02","5.37"," 0847","0.00",,"62","40","  310","  320","13.0","19.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-03","2.68"," 0930","0.00",,"59","34","   30","   20","8.9","12.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-04","4.92"," 1356","0.00",,"63","36","  150","  150","14.1","19.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-05","5.37"," 1918","0.00",,"77","44","  180","  170","19.9","27.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-06","7.83"," 0227","0.00",,"83","64","  210","  210","19.9","29.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-07","5.82"," 1428","0.00",,"75","49","  300","  300","18.1","25.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-08","10.29"," 1415","0.00",,"71","45","  320","  300","23.0","35.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-09","4.92"," 0005","0.00",,"57","36","  320","  310","19.9","29.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-10","4.25"," 1252","0.20",,"57","34","  180","  180","13.0","19.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-11","6.71"," 1238","0.03",,"69","50","  280","  290","18.1","31.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-12","10.74"," 0146","0.00",,"59","41","  320","  320","21.0","30.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-13","2.46"," 0934","0.00",,"51","29","  210","   50","8.1","10.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-14","6.26"," 1252","0.03",,"50","32","  120","  120","15.0","18.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-15","5.59"," 1452","0.04",,"55","40","  290","  310","12.1","16.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-16","11.63"," 0956","0.00",,"59","43","  320","  320","21.9","30.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-17","3.80"," 0007","0.00",,"56","38","  320","  310","10.1","13.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-18","5.37"," 1431","0.00",,"69","40","  290","  300","17.0","25.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-19","2.01"," 1153","0.05",,"60","41","   50","   70","8.1","11.0",,,,"    1"
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-20","5.14"," 2127","0.31",,"64","46","  300","  310","25.1","38.0",,"    1",,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-21","8.72"," 0136","0.19",,"51","37","  310","  290","19.9","27.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-22","12.97"," 1310","0.26",,"43","36","  250","  270","21.0","31.1","    1",,,"    1"
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-23","12.53"," 1153","0.00",,"53","39","  320","  310","23.0","32.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-24","10.51"," 1216","0.00",,"54","41","  250","  270","19.9","27.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-25","3.36"," 1255","0.00",,"57","33","  180","  150","10.1","16.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-26","7.16"," 1110","0.19",,"60","35","  300","  290","23.9","38.0","    1",,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-27","4.25"," 1233","0.02",,"51","36","  280","  300","10.1","14.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-28","8.50"," 1546","0.61",,"49","38","  290","  290","23.9","36.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-29","9.40"," 1336","0.00",,"44","30","  270","  260","23.9","36.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-11-30","9.84"," 1139","0.00",,"37","24","  290","  270","21.0","30.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-01","5.59"," 1459","0.00",,"41","19","  250","  250","19.9","25.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-02","8.05"," 1440","0.00",,"40","21","  310","  310","16.1","23.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-03","8.95"," 1429","0.00",,"44","26","  310","  310","19.9","32.0",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-04","7.38"," 1239","0.00",,"41","23","  190","  170","21.9","31.1",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-05","13.87"," 1351","0.01",,"43","29","  270","  270","30.0","42.9",,,,
"USW00014751","HARRISBURG CAPITAL CITY AIRPORT, PA US","2024-12-06","11.63"," 0615","0.00",,"37","29","  300","  290","23.0","34.0",,,,
